Entity,Overall validity %,Number of triples,Subject validity %,Number of instances as a subject,Object validity %,Number of instances as a subject
Düsseldorf,92,323,0,0,92,323
Frankfurt,89,399,0,0,89,399
Geneva,74,359,0,0,74,359
Hamburg,82,673,94,17,81,656
Hanover,94,305,0,0,94,305
Munich,84,596,0,0,84,596
Nuremberg,92,249,0,0,92,249
Stuttgart,88,407,0,0,88,407
Vienna,70,729,89,27,69,702
Zurich,9,480,0,0,9,480
Birmingham,94,597,95,22,94,575
Dublin,84,760,85,26,84,734
Edinburgh,85,726,94,16,85,710
Glasgow,81,827,95,20,80,807
Leeds,89,430,89,9,89,421
Liverpool,91,633,97,64,90,569
London,96,128,81,27,100,101
Manchester,92,621,95,20,92,601
Bordeaux,80,350,43,7,81,343
Lyon,73,386,78,9,73,377
Marseille,77,319,56,9,78,310
Paris,96,113,75,12,99,101
Strasbourg,80,321,56,9,81,312
Toulouse,70,334,18,17,73,317
Barcelona,88,651,93,29,87,622
Florence,73,386,79,14,73,372
Genoa,76,393,91,11,76,382
Madrid,90,692,89,19,90,673
Milan,82,724,85,20,82,704
Naples,83,454,92,13,83,441
Palermo,88,281,93,14,88,267
Rome,84,986,86,22,84,964
Seville,75,311,91,23,74,288
Turin,74,441,92,12,74,429
Valencia,85,401,82,28,86,373
Venice,83,362,95,19,83,343
Chișinău,90,374,79,24,91,350
Kharkiv,91,334,93,29,91,305
Kyiv,85,688,88,43,85,645
Lviv,80,405,90,21,79,384
Minsk,93,441,94,16,93,425
Moscow,81,869,75,32,81,837
Nizhny_Novgorod,88,213,100,4,88,209
Novosibirsk,72,239,100,1,72,238
Odesa,93,307,91,23,93,284
Saint_Petersburg,81,754,88,24,80,730
Volgograd,73,150,100,1,73,149
Yekaterinburg,76,225,100,2,76,223
Gdańsk,84,384,86,21,83,363
Kraków,85,430,86,29,85,401
Riga,88,550,82,17,88,533
Tallinn,92,531,89,19,92,512
Vilnius,89,465,88,57,90,408
Warsaw,86,749,79,34,86,715
Canberra,89,394,100,2,89,392
Funafuti,97,67,86,7,98,60
Honiara,98,90,91,11,99,79
Honolulu,88,477,85,26,88,451
Majuro,92,40,78,9,97,31
Melbourne,86,751,100,2,86,749
Nukuʻalofa,97,72,93,14,98,58
Palikir,92,13,88,8,100,5
Perth,88,439,100,2,88,437
Port_Vila,94,79,89,9,94,70
Suva,94,206,85,13,95,193
Sydney,83,799,100,2,83,797
Wellington,90,502,84,25,90,477
List_of_sovereign_states,50,4,0,0,50,4
Abkhazia,91,237,76,25,93,212
Afghanistan,86,731,82,39,86,692
Albania,90,754,83,30,90,724
Algeria,87,746,78,32,87,714
American_Samoa,22,236,0,0,22,236
Andorra,94,248,82,40,96,208
Angola,94,521,81,36,95,485
Antigua_and_Barbuda,93,199,76,29,96,170
Argentina,86,1084,71,38,87,1046
Armenia,91,616,76,33,91,583
Aruba,97,198,0,0,97,198
Australia,84,467,82,28,85,439
Austria,77,1089,75,32,77,1057
Azerbaijan,89,802,81,32,89,770
The_Bahamas,92,408,70,30,94,378
Bahrain,93,462,72,32,94,430
Bangladesh,87,899,82,40,88,859
Barbados,87,342,72,29,89,313
Belarus,88,720,76,37,89,683
Belgium,84,1010,71,34,85,976
Belize,92,369,81,43,93,326
Benin,95,408,77,60,98,348
Bermuda,66,327,0,0,66,327
Bhutan,94,306,77,30,96,276
Bolivia,85,655,68,38,86,617
Chad,91,397,72,25,92,372
Chile,84,930,79,33,85,897
China,84,502,60,40,87,462
Colombia,82,885,78,32,82,853
Comoros,96,161,82,28,99,133
Republic_of_the_Congo,90,377,78,32,91,345
Democratic_Republic_of_the_Congo,86,723,79,38,87,685
Cook_Islands,96,221,73,22,99,199
Costa_Rica,88,467,88,26,88,441
Ivory_Coast,95,466,74,50,97,416
Croatia,82,964,78,27,82,937
Cuba,84,585,85,27,84,558
Cyprus,90,632,85,34,90,598
Czech_Republic,84,669,73,44,84,625
Denmark,79,996,0,0,79,996
Djibouti,89,210,79,29,91,181
Dominica,92,225,84,37,94,188
Dominican_Republic,86,578,82,34,86,544
East_Timor,89,297,87,30,89,267
Ecuador,92,620,86,29,93,591
Egypt,89,942,76,29,89,913
El_Salvador,92,510,81,32,93,478
Equatorial_Guinea,93,199,74,38,98,161
Eritrea,96,279,89,37,97,242
Estonia,87,748,83,35,88,713
Ethiopia,91,781,78,46,92,735
Faroe_Islands,19,313,0,0,19,313
Fiji,93,440,86,37,94,403
Finland,83,1091,79,29,83,1062
France,96,140,75,24,100,116
Gabon,94,383,78,46,96,337
The_Gambia,92,319,79,52,95,267
Georgia_(country),86,758,80,25,86,733
Germany,80,563,78,23,80,540
Ghana,85,882,82,57,85,825
Gibraltar,78,334,0,0,78,334
Greece,81,1110,85,34,81,1076
Grenada,96,254,82,39,98,215
Guam,75,323,0,0,75,323
Guatemala,90,556,82,44,91,512
Guinea,90,366,74,61,93,305
Guinea-Bissau,94,290,85,53,97,237
Guyana,94,361,83,42,96,319
Haiti,86,421,71,35,87,386
Honduras,94,456,85,33,94,423
Hungary,79,932,77,31,79,901
Iceland,83,681,77,30,83,651
India,90,176,72,58,99,118
Indonesia,85,1141,62,47,86,1094
Iran,94,408,85,33,94,375
Iraq,87,816,80,45,87,771
Republic_of_Ireland,87,801,72,40,88,761
Israel,87,1112,81,27,87,1085
Italy,95,146,74,27,100,119
Jamaica,84,537,79,38,84,499
Japan,96,189,68,25,100,164
Jordan,91,541,82,34,91,507
Kazakhstan,90,724,79,43,90,681
Kenya,88,854,87,45,88,809
Kiribati,93,125,79,24,96,101
South_Korea,87,946,79,28,87,918
North_Korea,87,567,83,29,88,538
Kosovo,88,536,82,39,89,497
Kuwait,91,502,75,32,92,470
Kyrgyzstan,95,483,76,34,96,449
Laos,94,468,84,44,95,424
Latvia,86,716,79,34,86,682
Lebanon,87,689,88,43,87,646
Lesotho,91,275,81,36,92,239
Liberia,94,385,82,33,95,352
Libya,92,439,77,31,93,408
Liechtenstein,93,336,81,32,95,304
Lithuania,88,756,83,36,88,720
Luxembourg,89,473,80,30,90,443
North_Macedonia,86,650,83,36,86,614
Madagascar,89,445,83,46,89,399
Malawi,92,416,86,43,92,373
Malaysia,88,1048,69,39,88,1009
Maldives,87,312,79,24,88,288
Mali,87,495,78,68,89,427
Malta,88,561,83,35,88,526
Marshall_Islands,78,175,72,29,79,146
Mauritania,92,277,79,29,93,248
Mauritius,96,383,90,30,96,353
Mexico,85,462,76,34,86,428
Federated_States_of_Micronesia,96,160,80,35,100,125
Moldova,93,545,77,44,94,501
Monaco,90,399,76,34,91,365
Mongolia,90,576,78,37,91,539
Montenegro,90,533,82,34,91,499
Morocco,88,731,83,48,88,683
Mozambique,88,446,77,30,89,416
Namibia,91,488,77,47,92,441
Nauru,96,196,72,25,99,171
Nepal,84,877,79,43,85,834
Netherlands,89,411,0,0,89,411
New_Zealand,86,1077,80,20,86,1057
Nicaragua,93,469,84,44,93,425
Niger,94,370,83,52,95,318
Nigeria,84,1040,80,44,85,996
Northern_Cyprus,95,196,78,23,98,173
Norway,85,453,74,34,86,419
Oman,88,376,78,32,89,344
Pakistan,88,398,69,32,90,366
Palau,90,166,67,27,95,139
Palestine_(region),96,126,100,5,96,121
Panama,84,457,83,42,84,415
Papua_New_Guinea,93,518,80,30,93,488
Paraguay,93,483,82,33,94,450
Peru,87,886,82,39,87,847
Philippines,78,686,71,34,79,652
Poland,88,504,71,28,88,476
Portugal,76,1046,87,30,76,1016
Puerto_Rico,9,730,0,0,9,730
Qatar,93,508,82,22,94,486
Romania,85,1009,74,31,86,978
Russia,82,528,72,32,83,496
Rwanda,92,441,82,39,93,402
Saint_Kitts_and_Nevis,95,187,77,31,98,156
Saint_Lucia,91,201,78,32,93,169
Saint_Vincent_and_the_Grenadines,93,189,84,32,94,157
Samoa,92,262,86,36,93,226
San_Marino,95,233,90,30,96,203
São_Tomé_and_Príncipe,96,187,86,28,98,159
Saudi_Arabia,93,796,84,32,93,764
Senegal,90,488,76,33,91,455
Serbia,82,1029,81,27,82,1002
Seychelles,95,344,88,33,96,311
Sierra_Leone,95,430,88,40,95,390
Slovakia,82,772,73,41,83,731
Slovenia,86,678,72,32,87,646
Solomon_Islands,96,393,84,38,98,355
Somalia,90,536,70,30,91,506
South_Africa,79,823,82,66,79,757
South_Ossetia,91,106,65,17,96,89
South_Sudan,88,455,67,42,90,413
Spain,87,519,81,37,87,482
Sri_Lanka,90,844,85,27,90,817
Sudan,91,565,77,31,92,534
Suriname,94,470,89,74,95,396
Eswatini,96,250,82,38,98,212
Sweden,82,462,77,31,82,431
Switzerland,78,574,69,45,79,529
Syria,89,719,84,37,89,682
Taiwan,85,1039,81,32,85,1007
Tajikistan,94,403,72,40,96,363
Tanzania,90,662,76,46,91,616
Thailand,79,1197,75,36,79,1161
Togo,92,306,72,57,97,249
Tonga,93,226,81,27,94,199
Trinidad_and_Tobago,92,439,82,38,93,401
Tunisia,91,565,76,37,92,528
Turkey,77,1358,82,40,77,1318
Turkmenistan,94,351,81,37,96,314
Tuvalu,95,142,84,37,99,105
Uganda,86,855,84,43,86,812
Ukraine,83,563,80,30,83,533
United_Arab_Emirates,91,615,83,41,92,574
United_Kingdom,81,491,86,43,80,448
United_States,96,170,83,36,100,134
Uruguay,89,598,72,36,90,562
Uzbekistan,92,593,77,35,92,558
Vanuatu,89,346,82,34,90,312
Vatican_City,91,246,80,25,92,221
Venezuela,87,866,87,39,87,827
Vietnam,88,841,86,37,88,804
Western_Sahara,50,102,70,10,48,92
Yemen,94,465,73,37,96,428
Zambia,93,527,87,68,94,459
Zimbabwe,87,574,77,52,88,522
Central_America,84,69,75,12,86,57
Middle_East,84,248,81,52,85,196
Oceania,93,151,85,34,95,117
Scandinavia,92,115,83,24,95,91
Southeast_Asia,87,272,65,54,93,218
Alaska,81,781,90,20,81,761
Bavaria,84,587,92,13,84,574
California,98,180,85,26,100,154
Catalonia,77,604,0,0,77,604
England,4,105,0,0,4,105
Guangdong,69,576,83,12,69,564
Northern_Ireland,16,706,0,0,16,706
Ontario,1,154,0,0,1,154
Quebec,9,1033,0,0,9,1033
Scotland,19,720,0,0,19,720
Siberia,96,97,64,11,100,86
Texas,72,1126,88,24,71,1102
Tuscany,90,350,79,14,90,336
Wales,11,777,0,0,11,777
History,68,360,0,0,68,360
Civilization,75,4,0,0,75,4
History_of_Earth,100,1,0,0,100,1
Human_history,67,6,0,0,67,6
Archive,95,56,0,0,95,56
Biography,66,173,0,0,66,173
Castle,100,55,0,0,100,55
Estates_of_the_realm,0,2,0,0,0,2
Bourgeoisie,50,2,0,0,50,2
Nobility,25,40,0,0,25,40
Emperor,67,3,0,0,67,3
Feudalism,0,70,0,0,0,70
Graf,0,10,0,0,0,10
Tithe,100,1,0,0,100,1
Archaeology,52,249,0,0,52,249
Archaeological_culture,100,1,0,0,100,1
Archaeogenetics,0,1,0,0,0,1
Chronology,25,8,0,0,25,8
Diplomatics,0,3,0,0,0,3
Epigraphy,10,51,0,0,10,51
Genealogy,52,60,0,0,52,60
Heraldry,47,17,0,0,47,17
Coat_of_arms,100,1,0,0,100,1
Historiography,56,63,0,0,56,63
Conspiracy_theory,61,54,0,0,61,54
Numismatics,48,46,0,0,48,46
Palaeography,17,23,0,0,17,23
Philately,31,85,0,0,31,85
Philosophy_of_history,94,54,0,0,94,54
History_of_science,52,108,0,0,52,108
History_of_agriculture,100,4,0,0,100,4
History_of_astronomy,36,14,0,0,36,14
History_of_aviation,50,6,0,0,50,6
History_of_biology,50,4,0,0,50,4
History_of_chemistry,56,9,0,0,56,9
History_of_geography,0,0,0,0,0,0
History_of_geology,40,5,0,0,40,5
History_of_physics,85,13,0,0,85,13
History_of_mathematics,42,38,0,0,42,38
History_of_economic_thought,22,27,0,0,22,27
History_of_linguistics,67,3,0,0,67,3
History_of_psychology,58,12,0,0,58,12
History_of_sociology,0,0,0,0,0,0
History_of_technology,58,12,0,0,58,12
History_of_medicine,56,43,0,0,56,43
History_of_computing_hardware,100,1,0,0,100,1
History_of_writing,100,1,0,0,100,1
Art_history,47,188,0,0,47,188
History_of_art,34,41,0,0,34,41
Cultural_history,44,41,0,0,44,41
History_of_architecture,68,31,0,0,68,31
History_of_film,16,50,0,0,16,50
Legal_history,31,26,0,0,31,26
History_of_literature,22,68,0,0,22,68
Military_history,52,143,0,0,52,143
History_of_music,100,1,0,0,100,1
History_of_philosophy,89,70,0,0,89,70
History_of_religion,70,33,0,0,70,33
History_of_Buddhism,0,0,0,0,0,0
Jewish_history,59,17,0,0,59,17
History_of_Christianity,50,16,0,0,50,16
History_of_Hinduism,100,1,0,0,100,1
History_of_Islam,93,43,0,0,93,43
History_of_Africa,52,21,0,0,52,21
History_of_the_Americas,100,1,0,0,100,1
History_of_North_America,0,0,0,0,0,0
History_of_South_America,0,0,0,0,0,0
History_of_Antarctica,33,3,0,0,33,3
History_of_Asia,100,7,0,0,100,7
History_of_Europe,87,15,0,0,87,15
History_of_Oceania,0,0,0,0,0,0
History_of_Central_America,0,0,0,0,0,0
History_of_the_Caribbean,100,3,0,0,100,3
History_of_the_Balkans,0,1,0,0,0,1
History_of_the_Middle_East,0,1,0,0,0,1
History_of_Scandinavia,0,1,0,0,0,1
History_of_Egypt,0,0,0,0,0,0
History_of_Eritrea,93,14,0,0,93,14
History_of_Ethiopia,0,1,0,0,0,1
History_of_Ghana,0,0,0,0,0,0
History_of_Libya,0,0,0,0,0,0
History_of_Madagascar,0,0,0,0,0,0
History_of_Morocco,0,0,0,0,0,0
History_of_Nigeria,100,1,0,0,100,1
History_of_Senegal,0,1,0,0,0,1
History_of_Sierra_Leone,50,2,0,0,50,2
History_of_Somalia,0,0,0,0,0,0
History_of_South_Africa,0,2,0,0,0,2
History_of_Sudan,0,0,0,0,0,0
History_of_Argentina,0,1,0,0,0,1
History_of_Bolivia,0,0,0,0,0,0
History_of_Brazil,0,5,0,0,0,5
History_of_Canada,25,8,0,0,25,8
History_of_Chile,15,13,0,0,15,13
History_of_Colombia,30,10,0,0,30,10
History_of_Cuba,0,3,0,0,0,3
History_of_Ecuador,0,0,0,0,0,0
History_of_Guyana,100,1,100,1,0,0
History_of_Haiti,100,1,0,0,100,1
History_of_Mexico,100,3,0,0,100,3
History_of_Paraguay,0,3,0,0,0,3
History_of_Peru,83,6,0,0,83,6
History_of_the_United_States,82,92,0,0,82,92
History_of_Venezuela,0,1,0,0,0,1
History_of_Afghanistan,14,7,0,0,14,7
History_of_Azerbaijan,33,3,0,0,33,3
History_of_Bangladesh,100,1,0,0,100,1
History_of_Bhutan,0,0,0,0,0,0
History_of_Myanmar,33,3,0,0,33,3
History_of_Cambodia,100,1,0,0,100,1
History_of_China,20,61,0,0,20,61
History_of_India,46,13,0,0,46,13
History_of_Indonesia,0,1,0,0,0,1
History_of_Israel,100,3,0,0,100,3
History_of_Iraq,33,3,0,0,33,3
History_of_Iran,18,17,0,0,18,17
History_of_Japan,55,11,0,0,55,11
History_of_Korea,75,4,0,0,75,4
History_of_Lebanon,0,1,0,0,0,1
History_of_Malaysia,0,0,0,0,0,0
History_of_Mongolia,0,1,0,0,0,1
History_of_Nepal,0,0,0,0,0,0
History_of_Pakistan,100,1,0,0,100,1
History_of_Palestine,0,6,0,0,0,6
History_of_the_Philippines,100,5,0,0,100,5
History_of_Saudi_Arabia,0,0,0,0,0,0
History_of_Singapore,50,2,0,0,50,2
History_of_Sri_Lanka,0,0,0,0,0,0
History_of_Syria,0,0,0,0,0,0
History_of_Taiwan,0,1,0,0,0,1
History_of_Thailand,0,0,0,0,0,0
History_of_Tibet,0,0,0,0,0,0
History_of_Turkey,100,1,0,0,100,1
History_of_Vietnam,88,8,0,0,88,8
History_of_Yemen,100,1,0,0,100,1
History_of_Albania,0,1,0,0,0,1
History_of_Armenia,33,3,0,0,33,3
History_of_Austria,0,3,0,0,0,3
History_of_Belgium,100,1,0,0,100,1
History_of_Bulgaria,0,0,0,0,0,0
History_of_Croatia,0,1,0,0,0,1
History_of_Denmark,73,11,70,10,100,1
History_of_England,30,10,0,0,30,10
History_of_Estonia,0,0,0,0,0,0
History_of_Finland,0,0,0,0,0,0
History_of_France,64,11,0,0,64,11
History_of_Georgia,0,0,0,0,0,0
History_of_Germany,80,10,0,0,80,10
History_of_Greece,25,4,0,0,25,4
History_of_Hungary,50,2,0,0,50,2
History_of_Iceland,89,28,100,5,87,23
History_of_the_Republic_of_Ireland,0,0,0,0,0,0
History_of_Italy,50,2,0,0,50,2
History_of_Latvia,0,1,0,0,0,1
History_of_Lithuania,20,5,0,0,20,5
History_of_Malta,17,6,0,0,17,6
History_of_the_Netherlands,33,3,0,0,33,3
History_of_Norway,0,1,0,0,0,1
History_of_Poland,60,5,0,0,60,5
History_of_Portugal,0,1,0,0,0,1
History_of_Romania,0,0,0,0,0,0
History_of_Russia,62,21,0,0,62,21
History_of_Scotland,100,2,0,0,100,2
History_of_Serbia,0,1,0,0,0,1
History_of_Spain,100,4,0,0,100,4
History_of_Sweden,50,2,0,0,50,2
History_of_Switzerland,100,2,100,1,100,1
History_of_Ukraine,57,7,0,0,57,7
History_of_the_United_Kingdom,100,1,0,0,100,1
History_of_Wales,50,6,0,0,50,6
History_of_Australia,100,7,0,0,100,7
History_of_New_Zealand,33,3,0,0,33,3
Stone_Age,0,0,0,0,0,0
Bronze_Age,67,3,0,0,67,3
Iron_Age,100,1,0,0,100,1
Chalcolithic,100,7,0,0,100,7
Ancient_history,22,18,0,0,22,18
Classical_antiquity,67,12,0,0,67,12
Late_antiquity,88,8,0,0,88,8
Hellenistic_period,56,9,0,0,56,9
Prehistory,30,33,0,0,30,33
Australopithecus,0,0,0,0,0,0
http://dbpedia.org/resource/Cro-Magnon,0,0,0,0,0,0
Java_Man,0,0,0,0,0,0
Mitochondrial_Eve,100,3,0,0,100,3
Homo_erectus,0,0,0,0,0,0
Human_evolution,65,17,0,0,65,17
Denisovan,0,0,0,0,0,0
Neanderthal,100,1,0,0,100,1
Paranthropus,0,0,0,0,0,0
Early_human_migrations,0,0,0,0,0,0
Paleolithic,50,2,0,0,50,2
Lower_Paleolithic,0,0,0,0,0,0
Middle_Paleolithic,0,0,0,0,0,0
Upper_Paleolithic,100,1,0,0,100,1
Mesolithic,100,1,0,0,100,1
Neolithic_Revolution,0,0,0,0,0,0
Neolithic,100,2,0,0,100,2
Cradle_of_civilization,0,0,0,0,0,0
Control_of_fire_by_early_humans,0,0,0,0,0,0
Ancient_Egypt,95,40,67,3,97,37
Naqada_III,0,0,0,0,0,0
Pharaoh,10,10,0,0,10,10
Ptolemaic_Kingdom,90,30,70,10,100,20
"Thebes,_Egypt",0,24,0,0,0,24
"Memphis,_Egypt",6,18,0,0,6,18
Old_Kingdom_of_Egypt,33,6,33,6,0,0
Middle_Kingdom_of_Egypt,29,7,17,6,100,1
New_Kingdom_of_Egypt,20,15,14,14,100,1
Valley_of_the_Kings,100,3,100,2,100,1
Nok_culture,0,1,0,0,0,1
Nubia,25,8,0,0,25,8
Kingdom_of_Kush,67,12,57,7,80,5
Meroë,0,2,0,0,0,2
Kingdom_of_Aksum,80,15,50,6,100,9
Ancient_Carthage,62,24,38,8,75,16
Carthage,9,55,0,0,9,55
Punic_Wars,77,13,50,4,89,9
Land_of_Punt,0,0,0,0,0,0
Andean_civilizations,67,3,0,0,67,3
Chavín_culture,0,0,0,0,0,0
Caral–Supe_civilization,100,1,0,0,100,1
Mesoamerica,54,13,0,0,54,13
Maya_civilization,77,13,0,0,77,13
Paleo-Indians,100,2,0,0,100,2
Teotihuacan,67,3,0,0,67,3
Olmecs,0,0,0,0,0,0
http://dbpedia.org/resource/Settlement_of_the_Americas,0,0,0,0,0,0
Zapotec_civilization,0,3,0,3,0,0
Silk_Road,0,1,0,0,0,1
Achaemenid_Empire,91,46,25,4,98,42
Atropatene,57,7,50,2,60,5
Bactria,60,10,0,1,67,9
Caucasian_Albania,100,7,100,5,100,2
Kingdom_of_Iberia,86,22,82,11,91,11
Elam,29,7,0,0,29,7
Susa,62,13,0,0,62,13
Medes,100,1,0,0,100,1
Parthian_Empire,38,16,31,13,67,3
Persepolis,0,5,0,0,0,5
Roman–Persian_Wars,100,86,100,56,100,30
Saka,100,1,0,0,100,1
Sasanian_Empire,81,75,62,8,84,67
Sogdia,77,22,79,14,75,8
Tocharians,67,6,67,6,0,0
Gojoseon,40,5,67,3,0,2
Jōmon_period,0,0,0,0,0,0
Shang_dynasty,25,8,40,5,0,3
Spring_and_Autumn_period,25,8,0,0,25,8
Three_Kingdoms_of_Korea,0,1,0,0,0,1
Warring_States_period,0,4,0,0,0,4
Zhou_dynasty,62,16,67,6,60,10
Yayoi_period,0,0,0,0,0,0
Three_Sovereigns_and_Five_Emperors,0,1,0,1,0,0
Xiongnu,67,9,67,6,67,3
Chola_dynasty,80,5,0,0,80,5
Gupta_Empire,38,13,44,9,25,4
Indus_Valley_Civilisation,45,11,0,0,45,11
Mohenjo-daro,50,2,0,0,50,2
Indo-Greek_Kingdom,73,11,70,10,100,1
Indo-Scythians,75,4,100,2,50,2
Kushan_Empire,67,9,67,9,0,0
Magadha,0,0,0,0,0,0
Maurya_Empire,65,20,73,11,56,9
Satavahana_dynasty,43,7,50,6,0,1
Vedic_period,0,0,0,0,0,0
Nanyue,30,10,25,8,50,2
Pyu_city-states,67,9,62,8,100,1
Hồng_Bàng_dynasty,0,1,0,1,0,0
Mesopotamia,86,97,0,0,86,97
Akkad,0,0,0,0,0,0
Amorites,0,0,0,0,0,0
Kingdom_of_Armenia,0,0,0,0,0,0
Assyria,37,19,38,16,33,3
Nineveh,10,10,0,0,10,10
Babylonia,89,38,60,10,100,28
Babylon,3,33,0,0,3,33
Chaldea,0,0,0,0,0,0
Ebla,100,4,100,2,100,2
History_of_ancient_Israel_and_Judah,0,3,0,0,0,3
Hittites,43,14,33,9,60,5
Lydia,75,12,25,4,100,8
Mitanni,80,5,67,3,100,2
Palmyra,13,15,0,0,13,15
Phoenicia,58,19,50,12,71,7
"Tyre,_Lebanon",88,69,88,17,88,52
Phrygia,87,15,0,2,100,13
Seleucid_Empire,65,23,64,11,67,12
Sabaeans,0,0,0,0,0,0
Sumer,85,13,0,0,85,13
Ur,80,5,0,0,80,5
Troy,27,15,0,0,27,15
Trojan_War,60,5,0,0,60,5
Ugarit,80,5,100,4,0,1
Urartu,67,6,50,4,100,2
Fertile_Crescent,20,5,0,0,20,5
Kingdom_of_Armenia_(antiquity),82,44,55,11,91,33
Syrian_Wars,100,29,100,22,100,7
Bell_beaker_culture,0,0,0,0,0,0
Minoan_civilization,67,3,0,0,67,3
Knossos,71,7,0,0,71,7
Dacia,81,16,50,6,100,10
Etruscan_civilization,40,5,50,4,0,1
Ancient_Greece,63,65,0,0,63,65
Mycenaean_Greece,0,1,0,0,0,1
Greco-Persian_Wars,81,89,78,79,100,10
Magna_Graecia,64,14,67,6,62,8
Delian_League,0,5,0,0,0,5
Sparta,69,26,75,4,68,22
Ancient_Rome,97,220,71,7,98,213
Roman_Kingdom,89,9,75,4,100,5
Roman_Republic,95,149,67,6,96,143
Roman_Empire,97,231,56,9,98,222
Pompeii,8,12,0,0,8,12
Western_Roman_Empire,95,74,67,12,100,62
Fall_of_the_Western_Roman_Empire,3,38,0,0,3,38
Crisis_of_the_Third_Century,100,35,100,12,100,23
Julio-Claudian_dynasty,0,0,0,0,0,0
Nerva–Antonine_dynasty,33,3,0,0,33,3
Gallic_Wars,97,60,94,34,100,26
Macedonian_Wars,0,6,0,0,0,6
List_of_Roman_civil_wars_and_revolts,0,3,0,0,0,3
Macedonia_(ancient_kingdom),77,35,43,7,86,28
Celts,44,9,0,0,44,9
Cimmerians,100,6,100,4,100,2
Sarmatians,50,4,0,0,50,4
Saxons,100,9,100,8,100,1
Scythia,0,0,0,0,0,0
Scythians,89,9,100,4,80,5
Thrace,85,41,0,0,85,41
Migration_Period,0,1,0,0,0,1
Alans,83,6,100,5,0,1
Angles,0,0,0,0,0,0
Bulgars,0,0,0,0,0,0
Burgundians,50,2,0,0,50,2
Goths,0,2,0,0,0,2
Ostrogoths,25,4,0,0,25,4
Visigoths,86,7,100,5,50,2
Huns,88,8,0,1,100,7
Moors,80,5,0,0,80,5
Rus'_people,0,1,0,0,0,1
Suebi,100,1,0,0,100,1
Vandals,0,1,0,0,0,1
Middle_Ages,55,65,0,0,55,65
Guild,100,7,0,0,100,7
Boyar,0,3,0,0,0,3
Knight,53,68,0,0,53,68
Samurai,92,52,0,0,92,52
Serfdom,100,1,0,0,100,1
Chivalry,0,0,0,0,0,0
Ajuran_Sultanate,0,1,0,1,0,0
Almoravid_dynasty,92,36,67,9,100,27
Ghana_Empire,83,6,83,6,0,0
Kanem–Bornu_Empire,44,32,25,24,100,8
Mali_Empire,20,10,22,9,0,1
Songhai_Empire,67,6,33,3,100,3
Timbuktu,93,42,100,7,91,35
Trans-Saharan_trade,0,0,0,0,0,0
Aztecs,17,6,0,0,17,6
Inca_Empire,52,25,57,7,50,18
Pre-Columbian_era,25,12,0,0,25,12
Chimor,50,2,50,2,0,0
Mississippian_culture,50,4,0,0,50,4
Moche_culture,33,3,33,3,0,0
Tiwanaku,50,2,0,0,50,2
Wari_culture,50,2,50,2,0,0
Islamic_Golden_Age,94,18,0,0,94,18
Mamluk,90,20,100,15,60,5
Aq_Qoyunlu,65,23,42,12,91,11
Golden_Horde,74,19,58,12,100,7
Qara_Qoyunlu,56,9,50,8,100,1
Muslim_conquest_of_Persia,98,120,97,76,100,44
Khwarazmian_Empire,91,23,60,5,100,18
Göktürks,100,10,100,10,0,0
Seljuk_dynasty,33,3,0,0,33,3
Ghaznavids,88,17,0,0,88,17
Uyghur_Khaganate,75,12,67,9,100,3
Goryeo,86,37,64,14,100,23
Han_dynasty,88,33,50,4,93,29
Heian_period,30,10,40,5,20,5
Jin_dynasty_(266–420),63,27,40,5,68,22
Jin_dynasty_(1115–1234),67,18,54,13,100,5
Liao_dynasty,83,24,56,9,100,15
Mongol_Empire,84,19,100,1,83,18
Ninja,67,3,0,0,67,3
Qin_dynasty,14,7,33,3,0,4
Sixteen_Kingdoms,5,19,0,0,5,19
Song_dynasty,87,93,58,12,91,81
Northern_and_Southern_dynasties,0,1,0,0,0,1
Sui_dynasty,67,21,60,10,73,11
Tang_dynasty,87,61,62,8,91,53
Three_Kingdoms,0,28,0,0,0,28
Xia_dynasty,50,4,50,4,0,0
Yuan_dynasty,76,34,50,8,85,26
Five_Dynasties_and_Ten_Kingdoms_period,80,5,0,0,80,5
Khitan_people,100,10,100,9,100,1
Delhi_Sultanate,76,68,73,11,77,57
Muslim_conquests_in_the_Indian_subcontinent,0,8,0,0,0,8
Vijayanagara_Empire,76,58,62,8,78,50
Champa,61,18,58,12,67,6
Khmer_Empire,33,6,0,2,50,4
Majapahit,75,16,33,3,85,13
Malacca_Sultanate,67,12,43,7,100,5
Pagan_kingdom,89,19,67,6,100,13
Srivijaya,56,9,60,5,50,4
Trần_dynasty,75,16,75,8,75,8
Abbasid_Caliphate,88,206,55,11,90,195
Crusades,7,76,0,0,7,76
Crusader_states,67,3,0,0,67,3
Empire_of_Nicaea,67,12,50,6,83,6
Fatimid_Caliphate,80,59,33,9,88,50
Latin_Empire,60,10,75,4,50,6
Ottoman_Empire,88,493,52,33,91,460
Sultanate_of_Rum,81,26,60,5,86,21
Umayyad_Caliphate,92,135,50,10,95,125
Black_Death,50,2,100,1,0,1
East–West_Schism,100,3,0,0,100,3
House_of_Habsburg,50,6,0,0,50,6
House_of_Medici,0,3,0,0,0,3
Normans,71,28,100,9,58,19
Renaissance,90,117,0,0,90,117
Cumans,67,9,100,5,25,4
Eurasian_Avars,0,0,0,0,0,0
First_Bulgarian_Empire,85,20,50,2,89,18
